fecha,ciudad,categoria,producto,canal,cantidad,precio_unitario,descuento,satisfaccion,cliente_id
2025-09-09,Bogotá,Deportes,Mancuernas 10 kg,Tienda,1,47.03,0.1,3,1100
2025-09-10,Bucaramanga,Electrónica,Parlante Bluetooth,Online,2,46.71,0.15,5,1060
2025-09-10,Cali,Hogar,Lámpara de mesa,Online,5,27.42,0,4,1162
2025-09-10,Medellín,Moda,Camiseta básica,Tienda,3,14.70,0.1,4,1152
2025-09-12,Medellín,Deportes,Balón de fútbol,Online,2,25.15,0,4,1143
2025-09-12,Medellín,Electrónica,Tablet 10",Tienda,2,235.00,0.15,4,1073
2025-09-14,Bogotá,Electrónica,Audífonos inalámbricos,Online,1,64.64,0,4,1160
2025-09-14,Barranquilla,Hogar,Juego de sábanas,Online,2,35.64,0.1,4,1047
2025-09-14,Medellín,Moda,Chaqueta,Online,1,72.40,0,4,1120
2025-09-15,Medellín,Hogar,Juego de sábanas,Tienda,1,38.62,0,4,1092
2025-09-15,Bucaramanga,Deportes,Tapete de yoga,Tienda,3,21.98,0,5,1096
2025-09-15,Bogotá,Hogar,Licuadora,Tienda,1,50.86,0,4,1068
2025-09-17,Bogotá,Deportes,Bicicleta estática,Online,4,277.51,0,3,1066
2025-09-17,Bucaramanga,Electrónica,Smartwatch,Tienda,3,124.28,0,4,1159
2025-09-18,Bogotá,Electrónica,Smartwatch,Tienda,3,117.82,0.2,4,1014
2025-09-20,Bucaramanga,Hogar,Licuadora,Tienda,4,59.90,0.1,4,1053
2025-09-21,Medellín,Hogar,Set de ollas,Online,4,91.49,0.2,4,1118
2025-09-21,Barranquilla,Electrónica,Audífonos inalámbricos,Tienda,2,63.41,0.15,4,1110
2025-09-21,Bogotá,Hogar,Lámpara de mesa,Online,1,31.66,0.1,4,1002
2025-09-25,Cali,Electrónica,Cámara de seguridad,Online,2,72.82,0.05,5,1139
2025-09-25,Cali,Electrónica,Smartwatch,Tienda,1,132.23,0.05,4,1050
2025-09-26,Cali,Hogar,Set de ollas,Online,2,86.16,0.1,4,1134
2025-09-27,Medellín,Moda,Bolso,Tienda,2,55.18,0.2,3,1016
2025-09-27,Bogotá,Hogar,Set de ollas,Online,1,86.06,0,3,1027
2025-09-27,Cali,Hogar,Lámpara de mesa,Online,5,29.93,0,5,1125
2025-09-27,Cali,Deportes,Balón de fútbol,Online,2,25.26,0,4,1000
2025-09-29,Medellín,Moda,Tenis casuales,Online,4,65.47,0,4,1039
2025-09-30,Medellín,Electrónica,Parlante Bluetooth,Tienda,2,45.33,0,3,1166
2025-09-30,Cali,Electrónica,Cámara de seguridad,Tienda,2,80.81,0.1,3,1179
2025-10-01,Cali,Deportes,Mancuernas 10 kg,Tienda,4,48.22,0,3,1078
2025-10-02,Barranquilla,Hogar,Licuadora,Tienda,3,57.16,0,4,1147
2025-10-03,Medellín,Deportes,Botella térmica,Tienda,2,19.23,0,4,1134
2025-10-03,Barranquilla,Electrónica,Smartwatch,Tienda,2,122.74,0.15,4,1164
2025-10-03,Medellín,Electrónica,Audífonos inalámbricos,Tienda,1,60.60,0.05,,1024
2025-10-05,Bucaramanga,Moda,Jeans,Online,1,50.56,0.15,5,1170
2025-10-05,Medellín,Hogar,Lámpara de mesa,Online,1,30.52,0,5,1121
2025-10-05,Bogotá,Moda,Chaqueta,Tienda,1,77.96,0,5,1090
2025-10-08,Barranquilla,Moda,Jeans,Online,3,45.56,0,5,1046
2025-10-11,Cali,Electrónica,Tablet 10",Tienda,3,266.01,0.1,4,1017
2025-10-12,Cali,Hogar,Juego de sábanas,Online,4,35.84,0.1,,1131
2025-10-13,Bogotá,Hogar,Aspiradora,Online,5,156.81,0,5,1087
2025-10-13,Bogotá,Hogar,Aspiradora,Tienda,5,144.34,0,4,1109
2025-10-14,Bogotá,Moda,Camiseta básica,Tienda,1,13.93,0,4,1167
2025-10-15,Medellín,Electrónica,Tablet 10",Tienda,1,269.71,0.1,5,1048
2025-10-17,Bucaramanga,Moda,Bolso,Online,4,56.47,0.1,4,1084
2025-10-17,Bucaramanga,Hogar,Set de ollas,Tienda,3,82.48,0,4,1109
2025-10-18,Medellín,Hogar,Set de ollas,Tienda,4,82.72,0.15,3,1004
2025-10-19,Barranquilla,Electrónica,Audífonos inalámbricos,Tienda,3,62.35,0,4,1047
2025-10-20,Bogotá,Electrónica,Tablet 10",Online,3,225.48,0,,1111
2025-10-20,Barranquilla,Hogar,Licuadora,Online,1,59.67,0,,1017
2025-10-21,Cali,Electrónica,Cámara de seguridad,Online,3,84.52,0.2,4,1007
2025-10-21,Bucaramanga,Hogar,Aspiradora,Tienda,1,138.48,0,,1087
2025-10-24,Cali,Moda,Tenis casuales,Online,4,66.97,0,,1015
2025-10-25,Barranquilla,Hogar,Lámpara de mesa,Online,5,27.62,0,5,1162
2025-10-25,Bogotá,Deportes,Balón de fútbol,Online,1,25.89,0.2,4,1054
2025-10-26,Medellín,Electrónica,Audífonos inalámbricos,Online,2,61.64,0,,1063
2025-10-26,Cali,Moda,Jeans,Tienda,4,45.41,0.05,4,1073
2025-10-27,Bogotá,Electrónica,Cámara de seguridad,Online,2,83.92,0,4,1116
2025-10-27,Barranquilla,Electrónica,Parlante Bluetooth,Online,2,48.23,0.05,4,1159
2025-10-28,Medellín,Deportes,Botella térmica,Online,1,18.51,0.2,3,1129
2025-10-28,Cali,Electrónica,Audífonos inalámbricos,Online,1,58.20,0.1,4,1108
2025-11-01,Medellín,Moda,Jeans,Online,1,46.03,0.05,4,1030
2025-11-01,Cali,Electrónica,Parlante Bluetooth,Online,1,49.49,0,4,1039
2025-11-01,Barranquilla,Hogar,Aspiradora,Tienda,2,160.59,0.15,4,1056
2025-11-01,Medellín,Moda,Jeans,Online,3,50.71,0.2,4,1021
2025-11-02,Bogotá,Hogar,Aspiradora,Online,4,143.14,0.1,4,1013
2025-11-02,Cali,Deportes,Botella térmica,Tienda,2,18.68,0.05,4,1021
2025-11-02,Bogotá,Moda,Jeans,Online,2,47.08,0,4,1127
2025-11-02,Cali,Moda,Bolso,Tienda,1,59.99,0.1,4,1008
2025-11-02,Bogotá,Deportes,Botella térmica,Online,3,18.69,0.05,4,1080
2025-11-03,Cali,Hogar,Set de ollas,Tienda,4,87.38,0.15,3,1022
2025-11-03,Bogotá,Hogar,Aspiradora,Online,2,143.96,0,5,1037
2025-11-04,Medellín,Hogar,Juego de sábanas,Online,5,37.61,0,3,1074
2025-11-04,Bogotá,Hogar,Licuadora,Online,2,55.22,0,5,1098
2025-11-04,Medellín,Electrónica,Smartwatch,Online,1,125.00,0,5,1040
2025-11-05,Cali,Electrónica,Cámara de seguridad,Tienda,1,74.24,0,4,1145
2025-11-06,Cali,Deportes,Mancuernas 10 kg,Online,4,48.58,0.15,4,1029
2025-11-06,Bogotá,Electrónica,Smartwatch,Tienda,2,118.47,0,,1179
2025-11-06,Bucaramanga,Electrónica,Cámara de seguridad,Tienda,2,73.98,0,3,1145
2025-11-07,Bogotá,Moda,Bolso,Online,2,56.00,0,5,1000
2025-11-09,Bucaramanga,Electrónica,Tablet 10",Tienda,1,263.09,0.1,3,1053
2025-11-09,Bogotá,Deportes,Bicicleta estática,Online,2,292.79,0.1,4,1092
2025-11-10,Barranquilla,Deportes,Botella térmica,Online,3,17.58,0,4,1109
2025-11-11,Bogotá,Moda,Bolso,Online,4,59.15,0,4,1106
2025-11-11,Cali,Electrónica,Cámara de seguridad,Online,3,77.27,0,5,1006
2025-11-11,Bogotá,Hogar,Set de ollas,Tienda,3,92.08,0.1,5,1080
2025-11-11,Cali,Moda,Jeans,Online,3,52.90,0,,1044
2025-11-11,Bucaramanga,Hogar,Aspiradora,Online,1,136.01,0,4,1064
2025-11-12,Bogotá,Moda,Camiseta básica,Online,1,13.59,0.15,,1143
2025-11-12,Barranquilla,Hogar,Licuadora,Tienda,5,60.02,0.05,4,1081
2025-11-13,Bogotá,Hogar,Juego de sábanas,Tienda,1,40.01,0,5,1035
2025-11-14,Medellín,Moda,Chaqueta,Tienda,3,76.50,0,4,1160
2025-11-14,Barranquilla,Electrónica,Smartwatch,Tienda,3,131.32,0,3,1057
2025-11-14,Barranquilla,Hogar,Set de ollas,Online,1,81.13,0,,1086
2025-11-15,Barranquilla,Moda,Jeans,Online,3,47.51,0.05,4,1018
2025-11-17,Medellín,Deportes,Botella térmica,Online,1,18.83,0,,1068
2025-11-18,Medellín,Hogar,Aspiradora,Tienda,3,140.57,0,3,1019
2025-11-18,Cali,Hogar,Aspiradora,Tienda,4,156.93,0,4,1085
2025-11-19,Medellín,Electrónica,Parlante Bluetooth,Tienda,2,41.43,0,4,1061
2025-11-19,Cali,Hogar,Juego de sábanas,Online,4,36.98,0,4,1068
2025-11-19,Bogotá,Electrónica,Cámara de seguridad,Online,2,73.19,0,5,1165
2025-11-19,Bogotá,Electrónica,Parlante Bluetooth,Online,2,44.06,0,5,1163
2025-11-19,Bucaramanga,Hogar,Set de ollas,Tienda,1,93.86,0,5,1005
2025-11-20,Bogotá,Deportes,Mancuernas 10 kg,Online,2,47.07,0,4,1094
2025-11-20,Cali,Hogar,Licuadora,Tienda,4,53.57,0,4,1135
2025-11-20,Bucaramanga,Hogar,Lámpara de mesa,Tienda,3,29.51,0,4,1104
2025-11-20,Barranquilla,Electrónica,Audífonos inalámbricos,Online,3,62.96,0,5,1074
2025-11-21,Medellín,Electrónica,Smartwatch,Tienda,1,124.16,0.1,4,1174
2025-11-22,Bucaramanga,Moda,Chaqueta,Tienda,3,75.02,0,3,1052
2025-11-23,Barranquilla,Electrónica,Tablet 10",Tienda,2,258.13,0.2,4,1097
2025-11-23,Cali,Deportes,Mancuernas 10 kg,Online,2,44.37,0.05,4,1088
2025-11-23,Cali,Electrónica,Tablet 10",Online,1,228.59,0.2,4,1087
2025-11-24,Medellín,Electrónica,Smartwatch,Online,1,128.12,0.1,4,1165
2025-11-24,Barranquilla,Deportes,Bicicleta estática,Tienda,2,277.07,0,5,1054
2025-11-25,Bogotá,Moda,Jeans,Online,1,45.68,0,4,1175
2025-11-27,Bogotá,Hogar,Aspiradora,Online,4,161.15,0,4,1036
2025-11-28,Medellín,Hogar,Lámpara de mesa,Tienda,1,31.46,0,3,1001
2025-11-29,Medellín,Deportes,Tapete de yoga,Online,2,23.11,0,5,1036
2025-11-29,Bogotá,Moda,Chaqueta,Tienda,4,85.21,0,4,1084
2025-11-29,Medellín,Moda,Jeans,Online,3,45.48,0,4,1116
2025-11-30,Bucaramanga,Deportes,Mancuernas 10 kg,Tienda,4,43.78,0,3,1019
2025-11-30,Medellín,Hogar,Aspiradora,Tienda,3,146.57,0.05,4,1109
2025-12-01,Barranquilla,Hogar,Juego de sábanas,Online,4,37.70,0.05,4,1016
2025-12-02,Bogotá,Electrónica,Smartwatch,Online,3,126.80,0,5,1139
2025-12-02,Bogotá,Moda,Chaqueta,Tienda,3,71.73,0,3,1087
2025-12-04,Bogotá,Electrónica,Smartwatch,Tienda,2,127.06,0,5,1145
2025-12-05,Barranquilla,Hogar,Licuadora,Online,2,51.29,0,,1035
2025-12-05,Cali,Electrónica,Tablet 10",Online,1,225.42,0,4,1161
2025-12-05,Medellín,Moda,Tenis casuales,Tienda,3,67.93,0.1,4,1173
2025-12-08,Barranquilla,Deportes,Botella térmica,Online,4,19.95,0.05,5,1053
2025-12-08,Medellín,Electrónica,Smartwatch,Online,1,121.45,0.05,4,1009
2025-12-08,Bogotá,Hogar,Set de ollas,Tienda,3,81.64,0,,1052
2025-12-08,Bogotá,Electrónica,Audífonos inalámbricos,Online,2,55.97,0.1,4,1151
2025-12-08,Bogotá,Hogar,Aspiradora,Online,4,143.79,0.15,5,1036
2025-12-10,Barranquilla,Electrónica,Parlante Bluetooth,Online,3,47.78,0.1,4,1039
2025-12-10,Bogotá,Electrónica,Audífonos inalámbricos,Online,1,54.23,0,5,1137
2025-12-10,Bogotá,Deportes,Botella térmica,Online,2,18.35,0,5,1011
2025-12-11,Bogotá,Electrónica,Tablet 10",Online,3,231.66,0,,1023
2025-12-11,Bogotá,Electrónica,Audífonos inalámbricos,Tienda,2,59.75,0,3,1090
2025-12-12,Bogotá,Deportes,Balón de fútbol,Tienda,4,26.45,0,5,1042
2025-12-12,Bogotá,Hogar,Aspiradora,Online,3,157.16,0.15,3,1029
2025-12-12,Bucaramanga,Electrónica,Audífonos inalámbricos,Online,1,64.04,0,4,1048
2025-12-13,Bucaramanga,Deportes,Mancuernas 10 kg,Tienda,1,44.63,0.15,4,1058
2025-12-13,Bogotá,Electrónica,Tablet 10",Online,1,226.11,0.1,5,1083
2025-12-13,Medellín,Hogar,Licuadora,Tienda,3,56.20,0.15,4,1139
2025-12-13,Cali,Moda,Chaqueta,Online,2,78.52,0,5,1177
2025-12-14,Bogotá,Moda,Chaqueta,Tienda,4,80.17,0.15,3,1110
2025-12-14,Medellín,Electrónica,Audífonos inalámbricos,Online,1,58.84,0.05,5,1102
2025-12-14,Bogotá,Moda,Bolso,Online,4,62.91,0,3,1175
2025-12-14,Medellín,Hogar,Licuadora,Online,3,60.15,0,5,1009
2025-12-15,Barranquilla,Electrónica,Tablet 10",Online,3,269.56,0,5,1099
2025-12-15,Barranquilla,Moda,Camiseta básica,Tienda,1,13.65,0,3,1034
2025-12-15,Medellín,Moda,Bolso,Tienda,2,58.84,0.1,3,1041
2025-12-15,Barranquilla,Hogar,Lámpara de mesa,Tienda,1,26.46,0,4,1132
2025-12-15,Barranquilla,Deportes,Botella térmica,Tienda,3,17.75,0.1,4,1079
2025-12-16,Bogotá,Hogar,Licuadora,Online,4,56.70,0,3,1139
2025-12-16,Cali,Deportes,Balón de fútbol,Online,4,24.29,0,4,1082
2025-12-16,Barranquilla,Deportes,Botella térmica,Tienda,3,17.99,0,4,1021
2025-12-17,Bucaramanga,Electrónica,Parlante Bluetooth,Online,2,45.83,0.05,3,1100
2025-12-18,Medellín,Electrónica,Smartwatch,Online,3,129.42,0.05,4,1003
2025-12-18,Bogotá,Deportes,Botella térmica,Tienda,1,18.16,0.05,4,1065
2025-12-18,Bogotá,Electrónica,Smartwatch,Online,2,141.80,0,3,1083
2025-12-18,Cali,Deportes,Balón de fútbol,Online,4,23.44,0,4,1100
2025-12-19,Bogotá,Moda,Jeans,Online,4,47.50,0,4,1141
2025-12-19,Bucaramanga,Hogar,Lámpara de mesa,Tienda,5,29.86,0,5,1136
2025-12-19,Cali,Deportes,Balón de fútbol,Online,3,25.00,0,3,1113
2025-12-19,Cali,Hogar,Juego de sábanas,Tienda,1,38.04,0,4,1160
2025-12-19,Bogotá,Moda,Jeans,Tienda,2,46.52,0.1,5,1118
2025-12-20,Cali,Electrónica,Audífonos inalámbricos,Online,2,55.65,0.1,,1081
2025-12-20,Barranquilla,Moda,Camiseta básica,Online,3,15.18,0.15,4,1068
2025-12-21,Medellín,Hogar,Set de ollas,Online,4,88.33,0,4,1122
2025-12-22,Bogotá,Deportes,Tapete de yoga,Tienda,2,21.43,0,4,1153
2025-12-23,Bogotá,Hogar,Juego de sábanas,Online,5,42.70,0,,1024
2025-12-25,Medellín,Moda,Bolso,Online,4,55.85,0.1,3,1158
2025-12-25,Medellín,Hogar,Licuadora,Tienda,4,50.21,0,4,1044
2025-12-26,Barranquilla,Hogar,Set de ollas,Online,4,89.03,0.2,5,1051
2025-12-26,Bogotá,Electrónica,Cámara de seguridad,Tienda,2,79.27,0,4,1033
2025-12-27,Barranquilla,Hogar,Licuadora,Tienda,3,57.99,0.1,4,1047
2025-12-29,Cali,Electrónica,Smartwatch,Online,3,137.84,0,4,1132
2025-12-29,Bucaramanga,Hogar,Lámpara de mesa,Online,3,27.42,0.1,4,1114
2025-12-30,Medellín,Hogar,Juego de sábanas,Tienda,5,35.87,0,3,1129
2025-12-30,Barranquilla,Moda,Camiseta básica,Tienda,4,14.45,0,4,1105
2025-12-31,Bogotá,Moda,Jeans,Online,1,51.46,0.1,4,1051
2025-12-31,Cali,Moda,Tenis casuales,Online,4,63.15,0.15,4,1178
